inspection_date,camis,cuisine_description,score
2018,41698003,American,135.0
2018,40394770,American,135.0
2018,50047412,Japanese,135.0
2018,50065695,Chinese,135.0
2018,50052226,Caribbean,135.0
2018,50036814,Mexican,135.0
2018,41171216,American,135.0
2019,41456771,Mexican,135.0
2019,40930657,Italian,135.0
2019,41215734,Japanese,135.0
2019,50091488,Japanese,135.0
2019,50043790,Latin American,135.0
2019,50000388,Mexican,135.0
2019,50013901,Coffee/Tea,135.0
2019,50002641,Latin American,135.0
2019,41661367,Coffee/Tea,135.0
2019,50095880,Coffee/Tea,135.0
2019,40391259,Caribbean,135.0
2019,41561516,Thai,135.0
2019,41640282,Japanese,135.0
2019,50083696,Mediterranean,135.0
2019,50049779,Italian,135.0
2019,41713504,Mexican,135.0
2020,50049662,Spanish,135.0
2021,41579661,Donuts,135.0
2021,41156203,Latin American,135.0
2021,50086566,Spanish,135.0
2021,50108684,American,135.0
2021,50092595,Coffee/Tea,135.0
2021,50087877,American,135.0
2021,41416298,American,135.0
2021,50037538,Coffee/Tea,135.0
2022,40582271,Latin American,135.0
2022,50102071,Donuts,135.0
2022,41417901,Latin American,135.0
2022,50116420,"Juice, Smoothies, Fruit Salads",135.0
2022,50102329,Caribbean,135.0
2022,41666300,Jewish/Kosher,135.0
2022,50076481,Italian,135.0
2022,41707148,Chicken,135.0
2017,50058139,American,134.0
2017,50060601,American,134.0
2017,41622842,Latin American,134.0
2017,41236119,American,134.0
2017,50053175,Italian,134.0
2018,50005984,Italian,134.0
2019,50078682,Pizza,134.0
2019,50060914,Mexican,134.0
2019,50052226,Caribbean,134.0
2019,41639470,Italian,134.0
2019,50042336,Caribbean,134.0
2019,50036649,Mexican,134.0
2019,50073669,Chicken,134.0
2019,50049997,Indian,134.0
2019,50049280,Bangladeshi,134.0
2019,50017185,"Juice, Smoothies, Fruit Salads",134.0
2020,50077807,Sandwiches,134.0
2020,50017185,"Juice, Smoothies, Fruit Salads",134.0
2020,50081491,Mediterranean,134.0
2021,41382158,Donuts,134.0
2022,40999249,Bagels/Pretzels,134.0
2022,40662196,French,134.0
2022,50001857,Bagels/Pretzels,134.0
2022,50100274,Chicken,134.0
2022,50087537,Sandwiches,134.0
2022,50113997,Bakery Products/Desserts,134.0
2022,50086994,Chicken,134.0
2022,50100381,Hamburgers,134.0
2022,50117589,"Juice, Smoothies, Fruit Salads",134.0
2017,41570371,American,133.0
2017,41496506,American,133.0
2018,40591492,American,133.0
2018,41133094,Japanese,133.0
2018,41410066,American,133.0
2019,50086798,Coffee/Tea,133.0
2019,40869790,Latin American,133.0
2019,41245387,French,133.0
2019,50041701,Japanese,133.0
2019,50087368,Chicken,133.0
2019,40994221,Italian,133.0
2019,40424765,Bakery Products/Desserts,133.0
2019,50048677,Bakery Products/Desserts,133.0
2019,50043851,Spanish,133.0
2019,41315707,Greek,133.0
2019,41466245,Mexican,133.0
2019,41513074,Caribbean,133.0
2019,50000388,Mexican,133.0
2019,50085636,Mexican,133.0
2019,41713512,Donuts,133.0
2019,50057614,Italian,133.0
2019,41293446,Italian,133.0
2019,40396037,Sandwiches,133.0
2019,41598995,Mexican,133.0
2019,50072911,Spanish,133.0
2019,50087176,Sandwiches,133.0
2019,41582797,Bakery Products/Desserts,133.0
2019,50013984,Bakery Products/Desserts,133.0
2019,41488494,Latin American,133.0
2020,50010496,Chicken,133.0
2020,41366152,Donuts,133.0
2021,50105368,Donuts,133.0
2021,41493832,Chicken,133.0
2021,50075774,Latin American,133.0
2021,50093375,Hamburgers,133.0
2021,50099463,Hamburgers,133.0
2022,41433057,Chinese,133.0
2022,40862803,Jewish/Kosher,133.0
2022,40378035,Donuts,133.0
2022,50101510,Jewish/Kosher,133.0
2022,40926286,Chinese,133.0
2022,50002139,Tex-Mex,133.0
2022,50001994,Chinese,133.0
2022,50098609,Coffee/Tea,133.0
2022,50082483,Bakery Products/Desserts,133.0
2022,50006419,Japanese,133.0
2022,50092137,Spanish,133.0
2022,50014069,Seafood,133.0
2017,40483696,American,132.0
2017,41656603,American,132.0
2017,41023553,American,132.0
2018,50039305,Italian,132.0
2018,50056159,Chinese,132.0
2018,50068205,Chinese,132.0
2019,41598286,Italian,132.0
2019,41608360,Coffee/Tea,132.0
2019,50054726,Bakery Products/Desserts,132.0
2019,50041641,Japanese,132.0
2019,41539593,Mexican,132.0
2019,50053334,Chicken,132.0
2019,50094900,Caribbean,132.0
2019,40391714,Hamburgers,132.0
2019,40874108,Donuts,132.0
2020,50043384,Hamburgers,132.0
2020,50089754,Caribbean,132.0
2020,50056900,Sandwiches,132.0
2020,50056591,Sandwiches,132.0
2020,40887208,Mexican,132.0
2020,50092693,Sandwiches,132.0
2021,41633479,Tex-Mex,132.0
2021,50107480,Chicken,132.0
2021,50108462,American,132.0
2021,50110861,Coffee/Tea,132.0
2021,50046224,Pizza,132.0
2021,50109500,Pizza,132.0
2021,50106347,Chinese,132.0
2022,41525131,Italian,132.0
2022,41421941,Donuts,132.0
2022,50086824,Bakery Products/Desserts,132.0
2022,50086434,Bakery Products/Desserts,132.0
2022,40712781,Italian,132.0
2022,41366152,Donuts,132.0
2022,50089240,Donuts,132.0
2022,50064844,Spanish,132.0
2022,50125207,Coffee/Tea,132.0
2018,50078624,Chinese,131.0
2018,50061461,American,131.0
2018,50053940,American,131.0
2018,40369213,American,131.0
2019,41062874,Barbecue,131.0
2019,41648318,Coffee/Tea,131.0
2019,41236580,Donuts,131.0
2019,50072770,Mexican,131.0
2019,41187577,Korean,131.0
2019,50068160,Coffee/Tea,131.0
2019,41127492,Coffee/Tea,131.0
2019,40664304,Italian,131.0
2019,50045746,Japanese,131.0
2019,50086042,Spanish,131.0
2019,41480070,Chicken,131.0
2019,50097573,Asian/Asian Fusion,131.0
2019,50048541,Hamburgers,131.0
2019,41656198,Bakery Products/Desserts,131.0
2019,50046995,Donuts,131.0
2019,41310853,Asian/Asian Fusion,131.0
2020,50044651,Caribbean,131.0
2020,50064491,Japanese,131.0
2020,50085179,Spanish,131.0
2020,50076218,Donuts,131.0
2020,50084407,Latin American,131.0
2021,50102633,Hamburgers,131.0
2022,40397116,Spanish,131.0
2022,40879743,Caribbean,131.0
2022,41635498,Italian,131.0
2022,41062874,Barbecue,131.0
2022,50057879,Sandwiches,131.0
2022,50106477,Chicken,131.0
2022,40761108,Frozen Desserts,131.0
2022,50079614,Pizza,131.0
2016,40654318,American,130.0
2016,50044507,American,130.0
2017,50008584,American,130.0
2018,50019198,Chinese,130.0
2018,41582631,American,130.0
2018,50045124,Italian,130.0
2018,50012210,Italian,130.0
2018,41644212,Italian,130.0
2019,50046405,Indian,130.0
2019,50005257,Donuts,130.0
2019,50087616,Mexican,130.0
2019,50074869,Bakery Products/Desserts,130.0
2019,41316105,Italian,130.0
2019,50062663,Hamburgers,130.0
2019,41324657,Caribbean,130.0
2019,50046597,Latin American,130.0
2019,50018753,Jewish/Kosher,130.0
2019,41554812,Mexican,130.0
2019,50057207,Donuts,130.0
2019,50033801,Italian,130.0
2019,50078405,Tex-Mex,130.0
2019,50064915,Pizza,130.0
2019,41457023,Mexican,130.0
2019,50044543,American,130.0
2019,50052373,Mexican,130.0
2019,50041201,Thai,130.0
2019,40917497,American,130.0
2019,40933594,Caribbean,130.0
2019,50101002,Bakery Products/Desserts,130.0
2019,40625230,Sandwiches,130.0
2020,50015185,Coffee/Tea,130.0
2020,41215734,Japanese,130.0
2021,41440450,Tex-Mex,130.0
2021,40677193,Pizza,130.0
2022,40402007,Pizza,130.0
2022,50073862,Coffee/Tea,130.0
2022,50107649,Thai,130.0
2022,41459942,Donuts,130.0
2022,50091861,Spanish,130.0
2022,41701881,Russian,130.0
2022,50018473,Jewish/Kosher,130.0
2022,50069698,Hamburgers,130.0
2022,41639167,Caribbean,130.0
2022,50083195,Japanese,130.0
2022,50067676,Tex-Mex,130.0
2022,41716448,Hamburgers,130.0
2022,50096389,Spanish,130.0
2022,50034992,Latin American,130.0
2022,50073505,Thai,130.0
2017,41246004,American,129.0
2017,41716943,American,129.0
2018,50073729,American,129.0
2019,41700054,Japanese,129.0
2019,50077477,Chicken,129.0
2019,40853123,American,129.0
2019,50036818,Donuts,129.0
2019,50093747,Mexican,129.0
2019,50078573,Coffee/Tea,129.0
2019,50043829,Asian/Asian Fusion,129.0
2019,50073571,Hamburgers,129.0
2019,41366039,Chicken,129.0
2019,50043882,Asian/Asian Fusion,129.0
2019,41563594,Sandwiches,129.0
2019,50063446,Mediterranean,129.0
2020,41476602,Bakery Products/Desserts,129.0
2020,40535467,Bakery Products/Desserts,129.0
2021,50109137,Chinese,129.0
2021,40566621,Coffee/Tea,129.0
2021,40390409,Hamburgers,129.0
2021,40983698,Latin American,129.0
2021,50000083,Chicken,129.0
2021,50064934,Caribbean,129.0
2021,50104840,Caribbean,129.0
2021,50074803,Coffee/Tea,129.0
2021,50108375,Chinese,129.0
2021,50101431,Asian/Asian Fusion,129.0
2022,41144043,Hamburgers,129.0
2022,50072223,Latin American,129.0
2022,41337205,Sandwiches,129.0
2022,50091844,Mediterranean,129.0
2022,50080323,Latin American,129.0
2022,50089917,Chicken,129.0
2017,41686653,American,128.0
2018,50085403,Chinese,128.0
2019,50010324,Hamburgers,128.0
2019,50042223,Coffee/Tea,128.0
2019,50001430,Chinese,128.0
2019,41207137,Greek,128.0
2019,50078490,Sandwiches,128.0
2019,50093783,Spanish,128.0
2019,50074753,Coffee/Tea,128.0
2019,50056074,Coffee/Tea,128.0
2019,50095643,Asian/Asian Fusion,128.0
2019,41454233,Caribbean,128.0
2019,41454233,Caribbean,128.0
2019,50095304,Spanish,128.0
2019,41180283,Coffee/Tea,128.0
2019,41638086,Donuts,128.0
2019,41663033,Latin American,128.0
2020,50084808,Spanish,128.0
2020,50051556,Spanish,128.0
2020,50069955,Japanese,128.0
2020,41110540,Pizza,128.0
2021,50100995,Japanese,128.0
2021,50105315,Other,128.0
2021,40750062,Bakery Products/Desserts,128.0
2022,40671821,Jewish/Kosher,128.0
2022,50045106,Hamburgers,128.0
2022,50074925,Korean,128.0
2022,50121811,Thai,128.0
2022,40570910,Mexican,128.0
2022,40609678,Hamburgers,128.0
2022,50093888,Mexican,128.0
2022,41685035,African,128.0
2022,50110899,Frozen Desserts,128.0
2016,41567472,American,127.0
2018,40933757,American,127.0
2018,50066324,Chinese,127.0
2018,50079152,Chinese,127.0
2018,40988156,American,127.0
2018,50060784,Chinese,127.0
2019,50042980,Spanish,127.0
2019,41627996,Coffee/Tea,127.0
2019,50044089,Bakery Products/Desserts,127.0
2019,41382858,Tex-Mex,127.0
2019,50012567,Sandwiches,127.0
2019,50089133,"Juice, Smoothies, Fruit Salads",127.0
2019,41564527,Caribbean,127.0
2019,50017944,Italian,127.0
2019,41665533,Italian,127.0
2019,41615445,Bakery Products/Desserts,127.0
2019,41581830,Thai,127.0
2019,50092079,Latin American,127.0
2019,50059635,Tex-Mex,127.0
2019,50010859,Jewish/Kosher,127.0
2019,50099039,Donuts,127.0
2019,50099793,Bakery Products/Desserts,127.0
2020,50083808,Soul Food,127.0
2020,50080553,Spanish,127.0
2020,50007895,Thai,127.0
2020,41240624,African,127.0
2020,50086121,Bakery Products/Desserts,127.0
2020,50008310,Indian,127.0
2020,50037372,Spanish,127.0
2020,50012080,Tex-Mex,127.0
2020,41103208,French,127.0
2021,50108318,Chicken,127.0
2021,50108645,Tex-Mex,127.0
2022,40400198,Latin American,127.0
2022,50009430,Japanese,127.0
2022,40610000,Chinese,127.0
2022,41194745,Chinese,127.0
2022,50071972,Hamburgers,127.0
2022,41475632,Mexican,127.0
2022,50066895,Hamburgers,127.0
2022,41561808,Middle Eastern,127.0
2022,50054796,Sandwiches,127.0
2022,41569582,Mexican,127.0
2017,50071808,American,126.0
2018,41226396,Italian,126.0
2019,41316653,Chicken,126.0
2019,50056784,Coffee/Tea,126.0
2019,50008310,Indian,126.0
2019,50074976,Pizza,126.0
2019,41233392,Latin American,126.0
2019,40365789,Italian,126.0
2019,41685431,Bagels/Pretzels,126.0
2019,41605185,Pizza,126.0
2019,50091553,Spanish,126.0
2019,41100434,Indian,126.0
2019,50019079,Caribbean,126.0
2019,50071581,Frozen Desserts,126.0
2019,40654198,Donuts,126.0
2019,41597839,Japanese,126.0
2019,41602657,Caribbean,126.0
2019,41382973,Donuts,126.0
2019,50069376,Chinese,126.0
2019,40812973,Italian,126.0
2020,41456579,Sandwiches,126.0
2020,40823209,American,126.0
2020,50072484,Italian,126.0
2021,40402231,Irish,126.0
2021,41629298,Hamburgers,126.0
2021,50010326,Hamburgers,126.0
2021,50110951,"Juice, Smoothies, Fruit Salads",126.0
2021,50109149,Coffee/Tea,126.0
2021,50110106,American,126.0
2022,41658324,Latin American,126.0
2022,50075334,Thai,126.0
2022,50014481,French,126.0
2022,40388787,Italian,126.0
2022,50118266,Bakery Products/Desserts,126.0
2022,50091368,Frozen Desserts,126.0
2022,50044438,Italian,126.0
2022,50096383,Thai,126.0
2022,41707407,Mediterranean,126.0
2022,50070585,Indian,126.0
2022,41063983,Bakery Products/Desserts,126.0
2017,41700054,Japanese,125.0
2017,41717206,Italian,125.0
2018,41499986,Latin American,125.0
2019,50018482,Bakery Products/Desserts,125.0
2019,41305598,Latin American,125.0
2019,50087057,Chicken,125.0
2019,41203533,Bakery Products/Desserts,125.0
2019,40389681,Pizza,125.0
2019,50016323,Latin American,125.0
2019,50071771,Bakery Products/Desserts,125.0
2019,50054979,Spanish,125.0
2019,50076155,Mexican,125.0
2019,50097276,Coffee/Tea,125.0
2019,41641590,Chicken,125.0
2019,50072357,Chinese,125.0
2019,50074376,Indian,125.0
2019,50087139,Chicken,125.0
2019,50017748,Caribbean,125.0
2019,41089762,Caribbean,125.0
2020,50087995,Bakery Products/Desserts,125.0
2020,50032994,Coffee/Tea,125.0
2020,41092640,Russian,125.0
2020,50070991,Bakery Products/Desserts,125.0
2021,50034142,Jewish/Kosher,125.0
2021,50089662,Latin American,125.0
2021,50059954,Coffee/Tea,125.0
2022,50101046,Coffee/Tea,125.0
2022,50088402,Hamburgers,125.0
2022,41081705,Irish,125.0
2022,50087924,Caribbean,125.0
2022,41468815,Barbecue,125.0
2022,41479685,Caribbean,125.0
2022,41702179,Spanish,125.0
2022,50085718,Indian,125.0
2022,50099700,Hamburgers,125.0
2022,50124533,Seafood,125.0
2016,50051577,American,124.0
2018,50073164,Chinese,124.0
2018,41531114,American,124.0
2019,41145911,Chinese,124.0
2019,50000799,Mexican,124.0
2019,50072310,Japanese,124.0
2019,50064056,Italian,124.0
2019,40368801,Latin American,124.0
2019,50063198,Chicken,124.0
2019,41380930,Pizza,124.0
2019,50086652,Chinese,124.0
2019,50078731,Hamburgers,124.0
2019,41212798,French,124.0
2019,41208011,Donuts,124.0
2019,50017198,Spanish,124.0
2019,50059509,Korean,124.0
2019,50088210,Asian/Asian Fusion,124.0
2019,50072375,Thai,124.0
2019,50071988,Caribbean,124.0
2019,50087668,Chicken,124.0
2019,50092577,Caribbean,124.0
2019,41348662,Sandwiches,124.0
2019,41086967,Italian,124.0
2019,50060047,Jewish/Kosher,124.0
2019,50065747,Sandwiches,124.0
2019,50015987,Bakery Products/Desserts,124.0
2019,41655200,Japanese,124.0
2020,41514254,Sandwiches,124.0
2020,41673493,Italian,124.0
2020,50033695,Korean,124.0
2020,50042099,Coffee/Tea,124.0
2020,50074433,Latin American,124.0
2020,50068448,Chinese,124.0
2020,41485393,Latin American,124.0
2021,41165199,Latin American,124.0
2021,50106329,Salads,124.0
2021,50074039,Bakery Products/Desserts,124.0
2021,50111433,Asian/Asian Fusion,124.0
2022,40714228,Caribbean,124.0
2022,50018734,Japanese,124.0
2022,50056703,Mexican,124.0
2022,50096263,Coffee/Tea,124.0
2022,50115613,Japanese,124.0
2022,50116389,Other,124.0
2022,50086539,Sandwiches,124.0
2022,41298621,Chicken,124.0
2022,41370589,Latin American,124.0
2022,41365100,Frozen Desserts,124.0
2022,50018479,Donuts,124.0
2022,50015128,Italian,124.0
2022,50120864,Mexican,124.0
2022,50084739,Asian/Asian Fusion,124.0
2022,50058008,Coffee/Tea,124.0
2016,41690824,American,123.0
2018,50044007,Latin American,123.0
2018,50018555,Frozen Desserts,123.0
2018,50060461,Chinese,123.0
2018,41614202,Italian,123.0
2019,41204887,Caribbean,123.0
2019,50003874,Japanese,123.0
2019,50053401,Spanish,123.0
2019,50005984,Italian,123.0
2019,50079530,Caribbean,123.0
2019,41693802,French,123.0
2019,41311307,Irish,123.0
2019,50033000,Mexican,123.0
2019,50097219,Asian/Asian Fusion,123.0
2019,50048625,Bakery Products/Desserts,123.0
2019,41212798,French,123.0
2020,50010975,Bakery Products/Desserts,123.0
2020,41298877,Chicken,123.0
2020,50103428,Chicken,123.0
2020,41533744,Sandwiches,123.0
2021,50105147,Caribbean,123.0
2021,50102850,Mexican,123.0
2021,50060495,Sandwiches/Salads/Mixed Buffet,123.0
2021,41513756,Chinese,123.0
2022,50052537,Italian,123.0
2022,50043792,Caribbean,123.0
2022,41467392,Chicken,123.0
2022,41301275,Tex-Mex,123.0
2022,41501681,Sandwiches,123.0
2022,50047328,Bakery Products/Desserts,123.0
2022,50105104,"Juice, Smoothies, Fruit Salads",123.0
2022,50003735,Donuts,123.0
2022,50045415,Peruvian,123.0
2022,50118529,Bakery Products/Desserts,123.0
2022,50051163,Bakery Products/Desserts,123.0
2022,50015004,Bagels/Pretzels,123.0
2022,41671103,Irish,123.0
2022,50108884,Spanish,123.0
2022,50117710,"Juice, Smoothies, Fruit Salads",123.0
2016,50001115,American,122.0
2017,41104041,American,122.0
2018,50036313,American,122.0
2018,50073182,Latin American,122.0
2018,41710558,Chinese,122.0
2018,50072003,Italian,122.0
2018,50056748,Chinese,122.0
2018,50061558,French,122.0
2019,41233053,Latin American,122.0
2019,41512057,French,122.0
2019,50040796,Frozen Desserts,122.0
2019,50006323,Spanish,122.0
2019,41217329,Caribbean,122.0
2019,50014885,Italian,122.0
2019,50053465,Latin American,122.0
2019,50044246,Bakery Products/Desserts,122.0
2019,41710300,Bakery Products/Desserts,122.0
2019,41588814,Bakery Products/Desserts,122.0
2019,50086939,Latin American,122.0
2019,41178622,Caribbean,122.0
2019,41476400,Jewish/Kosher,122.0
2019,50051638,Middle Eastern,122.0
2019,50053912,French,122.0
2019,50070206,Spanish,122.0
2019,41210181,Latin American,122.0
2019,50065488,Tex-Mex,122.0
2019,40717234,Italian,122.0
2019,50075044,African,122.0
2019,50038175,Sandwiches,122.0
2019,50056382,Pizza,122.0
2020,50043829,Asian/Asian Fusion,122.0
2020,41394908,Donuts,122.0
2020,50015075,Chicken,122.0
2020,41652991,Sandwiches,122.0
2020,50092300,Mediterranean,122.0
2021,41127877,Caribbean,122.0
2021,50107440,Bakery Products/Desserts,122.0
2021,50110741,Japanese,122.0
2021,41036247,Donuts,122.0
2022,50073489,Donuts,122.0
2022,50108312,Chicken,122.0
2022,50060722,Mexican,122.0
2022,50111669,Caribbean,122.0
2022,41491955,Steakhouse,122.0
2022,40957903,Coffee/Tea,122.0
2022,50059864,Italian,122.0
2022,50048717,Sandwiches,122.0
2022,50115882,Sandwiches/Salads/Mixed Buffet,122.0
2017,40925336,American,121.0
2017,41259672,American,121.0
2017,41273802,American,121.0
2017,41611705,American,121.0
2018,41688479,Pizza,121.0
2018,50033742,Pizza,121.0
2018,40803254,Italian,121.0
2018,50059023,Chinese,121.0
2018,50063550,American,121.0
2018,41339329,American,121.0
2019,50055414,American,121.0
2019,40376735,Irish,121.0
2019,41385076,Chinese,121.0
2019,50079485,Latin American,121.0
2019,41641305,Caribbean,121.0
2019,50068847,Japanese,121.0
2019,50088443,Mexican,121.0
2019,41706074,Chinese,121.0
2019,50004788,Bakery Products/Desserts,121.0
2019,50041341,Asian/Asian Fusion,121.0
2019,50083924,Indian,121.0
2020,50072484,Italian,121.0
2020,50100274,Chicken,121.0
2021,50086971,Chicken,121.0
2021,50002807,Donuts,121.0
2021,50111176,Other,121.0
2021,50072251,Tex-Mex,121.0
2021,50107728,Other,121.0
2022,40873635,Spanish,121.0
2022,40881793,Sandwiches,121.0
2022,50067913,Hamburgers,121.0
2022,50016367,Latin American,121.0
2022,50098679,Bakery Products/Desserts,121.0
2022,50117114,Bakery Products/Desserts,121.0
2017,50059312,American,120.0
2018,50053225,American,120.0
2018,50052504,American,120.0
2018,50086072,American,120.0
2019,50044646,Greek,120.0
2019,50071395,Bakery Products/Desserts,120.0
2019,41449421,Latin American,120.0
2019,40601254,Indian,120.0
2019,50094936,Bakery Products/Desserts,120.0
2019,40393591,Italian,120.0
2019,50071529,Japanese,120.0
2019,50095643,Asian/Asian Fusion,120.0
2019,50048677,Bakery Products/Desserts,120.0
2019,50058240,Bakery Products/Desserts,120.0
2020,41227184,Thai,120.0
2020,50058330,Coffee/Tea,120.0
2020,40510286,Bottled Beverages,120.0
2020,50071311,Coffee/Tea,120.0
2020,41570059,Chicken,120.0
2020,50059651,Indian,120.0
2020,50055392,African,120.0
2020,50059304,Indian,120.0
2020,40399729,Sandwiches,120.0
2021,40980062,Japanese,120.0
2021,41264511,Donuts,120.0
2021,41676908,Tex-Mex,120.0
2021,50102706,Thai,120.0
2022,40372445,Greek,120.0
2022,50043862,Frozen Desserts,120.0
2022,50068537,"Juice, Smoothies, Fruit Salads",120.0
2022,50066120,Japanese,120.0
2022,50010956,Chinese,120.0
2022,50060864,Japanese,120.0
2022,50060223,Coffee/Tea,120.0
2017,50001115,American,119.0
2018,50000255,Chinese,119.0
2018,41542451,Pizza,119.0
2018,50068448,Chinese,119.0
2019,50087619,Pizza,119.0
2019,50086454,Hamburgers,119.0
2019,50006813,American,119.0
2019,50088847,Sandwiches,119.0
2019,40937799,Latin American,119.0
2019,50091582,Coffee/Tea,119.0
2019,50090510,Spanish,119.0
2019,41502640,Sandwiches/Salads/Mixed Buffet,119.0
2019,50057206,Bakery Products/Desserts,119.0
2019,41630064,Donuts,119.0
2019,41650772,Pizza,119.0
2019,50003253,Bakery Products/Desserts,119.0
2019,41392231,Pizza,119.0
2020,50045773,Sandwiches,119.0
2020,50069925,Thai,119.0
2020,50100491,Spanish,119.0
2020,50087188,Coffee/Tea,119.0
2020,50086149,Coffee/Tea,119.0
2021,41628667,Latin American,119.0
2021,50001734,Asian/Asian Fusion,119.0
2021,41572368,Sandwiches,119.0
2021,41627341,Sandwiches,119.0
2021,50076090,Chicken,119.0
2021,50042275,Thai,119.0
2021,50014098,Donuts,119.0
2021,50105297,Other,119.0
2021,50114913,Other,119.0
2022,50051939,Chicken,119.0
2022,50048761,Coffee/Tea,119.0
2022,50115231,Latin American,119.0
2022,50096031,Mexican,119.0
2022,41069646,Caribbean,119.0
2022,41118203,Bakery Products/Desserts,119.0
2022,50087064,Chicken,119.0
2022,50112140,Chicken,119.0
2022,50088927,Thai,119.0
2022,50087135,Italian,119.0
2022,50072279,Japanese,119.0
2022,50041958,Chinese,119.0
2022,50096160,Pizza,119.0
2022,50001014,Bakery Products/Desserts,119.0
2017,50033480,American,118.0
2017,40378796,American,118.0
2018,50004877,American,118.0
2018,50005249,American,118.0
2018,50080683,Latin American,118.0
2018,40560931,American,118.0
2019,50037817,Tex-Mex,118.0
2019,40366938,Coffee/Tea,118.0
2019,50016888,Tex-Mex,118.0
2019,50067257,Spanish,118.0
2019,41200687,Chicken,118.0
2019,50079697,Chicken,118.0
2019,50005892,Chicken,118.0
2019,40513662,Mexican,118.0
2019,50044007,Latin American,118.0
2019,50096813,Caribbean,118.0
2019,41289484,Jewish/Kosher,118.0
2019,50003874,Japanese,118.0
2019,50083089,Italian,118.0
2019,50085997,Japanese,118.0
2019,41629000,Italian,118.0
2020,50009143,Turkish,118.0
2020,50089950,Chicken,118.0
2020,50046567,Coffee/Tea,118.0
2020,50032862,Caribbean,118.0
2020,50060813,Donuts,118.0
2021,50109088,Italian,118.0
2021,40960698,Latin American,118.0
2021,41646919,Latin American,118.0
2021,50009667,Latin American,118.0
2021,41573306,Frozen Desserts,118.0
2021,41675163,Donuts,118.0
2021,50099506,Chicken,118.0
2021,50104519,Spanish,118.0
2021,50111296,Chinese,118.0
2021,50103358,Caribbean,118.0
2022,41637595,Donuts,118.0
2022,50118251,"Juice, Smoothies, Fruit Salads",118.0
2022,50001544,Hamburgers,118.0
2022,50081171,"Juice, Smoothies, Fruit Salads",118.0
2022,41274186,Pizza,118.0
2022,50119027,Bakery Products/Desserts,118.0
2022,41688043,Italian,118.0
2017,40856729,American,117.0
2017,41686208,Chinese,117.0
2017,50065323,Japanese,117.0
2018,50033801,Italian,117.0
2018,50072849,Chinese,117.0
2018,41686208,Chinese,117.0
2018,50061132,American,117.0
2019,41542821,Coffee/Tea,117.0
2019,41575665,Coffee/Tea,117.0
2019,40858719,Italian,117.0
2019,50045509,Hamburgers,117.0
2019,41030615,Italian,117.0
2019,41529617,Japanese,117.0
2019,50033067,Hamburgers,117.0
2019,40943174,Mediterranean,117.0
2019,50067646,Sandwiches,117.0
2019,50095805,Mexican,117.0
2019,50012743,Indian,117.0
2019,50099692,Japanese,117.0
2019,50074424,Chicken,117.0
2020,41653095,Chicken,117.0
2020,50090224,Bottled Beverages,117.0
2020,50084746,Thai,117.0
2021,41246655,Donuts,117.0
2021,50102553,Spanish,117.0
2021,50104423,Pizza,117.0
2022,40747820,Irish,117.0
2022,40395110,Italian,117.0
2022,50072426,"Juice, Smoothies, Fruit Salads",117.0
2022,50076550,Mexican,117.0
2022,50065112,Donuts,117.0
2022,41247152,French,117.0
2022,50007974,Bakery Products/Desserts,117.0
2022,41394680,Bakery Products/Desserts,117.0
2022,41574968,Asian/Asian Fusion,117.0
2022,40553657,Pizza,117.0
2022,50113589,Chicken,117.0
2022,40825993,Caribbean,117.0
2022,50063273,Mexican,117.0
2022,41112524,Italian,117.0
2022,40367790,Hamburgers,117.0
2016,41477524,American,116.0
2017,50011610,Pizza,116.0
2017,41218950,American,116.0
2017,41573739,American,116.0
2017,41612730,African,116.0
2018,50073377,Spanish,116.0
2018,41444789,Italian,116.0
2018,50065108,Chinese,116.0
2018,50002051,American,116.0
2018,50072849,Chinese,116.0
2018,50038753,Italian,116.0
2018,50011531,Latin American,116.0
2018,50075161,Korean,116.0
2019,50061061,Chicken,116.0
2019,50072475,Italian,116.0
2019,41671730,Pizza,116.0
2019,50070205,Coffee/Tea,116.0
2019,40873635,Spanish,116.0
2019,50032980,Mexican,116.0
2019,50001212,Mexican,116.0
2019,50013468,Caribbean,116.0
2019,41105415,Caribbean,116.0
2019,50038475,Seafood,116.0
2019,41166072,Latin American,116.0
2019,40808118,French,116.0
2019,50078096,Middle Eastern,116.0
2019,50098945,Bakery Products/Desserts,116.0
2019,50095489,Middle Eastern,116.0
2020,40683948,Italian,116.0
2020,50017672,Jewish/Kosher,116.0
2020,50101381,Spanish,116.0
2020,50097060,Spanish,116.0
2020,41415537,Thai,116.0
2020,50079524,Donuts,116.0
2021,50106279,Chicken,116.0
2021,50111716,Pizza,116.0
2021,40369878,Italian,116.0
2021,41138581,Sandwiches,116.0
2021,50067297,Italian,116.0
2021,50088568,Caribbean,116.0
2022,50104289,Coffee/Tea,116.0
2022,50044460,Latin American,116.0
2022,40557901,Latin American,116.0
2022,41709692,Bagels/Pretzels,116.0
2022,50002109,Donuts,116.0
2022,50094454,Chicken,116.0
2022,41385083,Pizza,116.0
2022,50106022,Japanese,116.0
2022,41265511,Seafood,116.0
2022,50114676,French,116.0
2022,50046198,Bakery Products/Desserts,116.0
2022,50119451,Caribbean,116.0
2022,41606738,Asian/Asian Fusion,116.0
2022,40385852,Italian,116.0
2022,40575863,Pizza,116.0
2022,41217591,Italian,116.0
2022,50110596,"Juice, Smoothies, Fruit Salads",116.0
2022,50099939,Bakery Products/Desserts,116.0
